Back
Scratch, H1,00000592,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00546.016,+01861.930,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H3,00024092,00000456,00000452,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00955.117,+05551.000,+00914.333,+05464.386,+00915.672,+05852.756,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H4,00000464,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01769.140,+04422.357,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H7,00000772,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+03455.756,+00304.655,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00000612,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01710.081,+00366.379,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H10 cam1,87.842,
Shape, H11 cam2,085,
Shape, H12 cam3,088,
Shape, H13 Flash,94.117,
Shape, H14 mic,95.293,
Shape, H15 Logo,98.430,
Scratch, H15 Logo,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H16 Script,00.000,
Shape, H17 Lidar,83.921,
Scratch, H18 cam area,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00093388,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,01192.487,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,016,000,000,000,000,000,000,000,000,000,00000496,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
