Back
Scratch, H1,00000904,00000808,00000772,00000768,00000736,00000636,00000580,00000580,00000576,00000572,+00543.450,+00871.387,+00683.823,+01145.111,+00677.951,+01526.784,+00513.029,+01228.275,+00727.005,+01058.466,+00540.848,+02072.675,+00808.866,+01552.698,+00512.871,+02220.185,+00525.935,+01647.126,+01009.003,+00566.667,
Scratch, H2,00000976,00000816,00000684,00000628,00000580,00000576,00000448,00000000,00000000,00000000,+01074.318,+04281.988,+00693.692,+04026.671,+01507.778,+04001.407,+01062.233,+03863.442,+00668.404,+04302.872,+00543.629,+03407.411,+00564.954,+02435.615,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H3,00000908,00000808,00000728,00000556,00000516,00000508,00000460,00000452,00000432,00000424,+01201.411,+06411.197,+01220.418,+04636.600,+01295.735,+04841.379,+01074.474,+04925.302,+00782.531,+06295.329,+00921.001,+05589.002,+00605.741,+06145.954,+01119.608,+06457.174,+01264.469,+06371.828,+01045.728,+04810.265,
Scratch, H4,00001800,00000984,00000836,00000744,00000700,00000584,00000540,00000472,00000408,00000000,+01772.853,+04706.202,+01636.092,+06444.122,+01930.271,+06285.819,+02631.759,+06377.827,+02441.016,+06557.071,+01903.595,+06508.116,+01847.990,+04512.611,+02582.983,+06511.189,+02565.325,+06585.118,+00000.000,+00000.000,
Scratch, H5,00001156,00000852,00000808,00000744,00000700,00000632,00000588,00000480,00000476,00000472,+02817.852,+06504.340,+03664.414,+04653.370,+03683.668,+04881.885,+02631.759,+06377.827,+03630.343,+05311.132,+03652.332,+05783.720,+03716.961,+05650.741,+02973.747,+04800.910,+02582.840,+06511.381,+03601.766,+04600.863,
Scratch, H6,00000816,00000752,00000736,00000668,00000616,00000540,00000408,00000000,00000000,00000000,+03657.332,+04068.554,+03585.893,+03764.703,+03582.735,+04314.625,+03224.775,+03032.143,+03119.186,+03783.169,+03526.516,+03489.112,+02854.750,+04106.658,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00000512,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01711.026,+00257.001,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H9,00000712,00000636,00000524,00000504,00000000,00000000,00000000,00000000,00000000,00000000,+02020.902,+02659.788,+02042.151,+04256.861,+02074.319,+03922.841,+02193.178,+04216.150,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H10 cam1,89.019,
Shape, H11 cam2,084,
Shape, H12 cam3,089,
Shape, H13 Flash,94.117,
Shape, H14 mic,88.234,
Shape, H15 Logo,85.097,
Scratch, H15 Logo,00001244,00001216,00000808,00000804,00000800,00000748,00000736,00000720,00000672,00000652,+01954.084,+03319.881,+01979.449,+03545.205,+02187.422,+03186.205,+02293.408,+03501.532,+01975.619,+03611.303,+01818.081,+03549.155,+01930.344,+03465.771,+01941.507,+03161.938,+02047.862,+03504.271,+02083.798,+03546.007,
Shape, H16 Script,00.000,
Shape, H17 Lidar,85.489,
Scratch, H18 cam area,00001200,00001136,00000656,00000560,00000288,00000256,00000240,00000192,00000112,00000096,+03068.665,+01104.543,+02661.459,+01458.410,+02858.450,+00741.689,+02906.258,+00916.825,+02758.239,+01412.063,+02341.572,+01453.396,+02850.372,+00690.996,+03575.239,+01230.730,+02183.286,+01288.254,+02288.239,+00682.063,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,094,097,000,000,000,000,000,000,000,000,00000392,00000138,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
