Back
Scratch, H1,00001496,00000744,00000680,00000516,00000000,00000000,00000000,00000000,00000000,00000000,+01483.210,+01943.970,+01381.967,+00274.127,+01199.701,+01870.299,+01327.932,+00812.998,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H2,00001736,00001556,00001492,00001220,00001192,00001176,00001144,00001116,00001040,00000964,+00903.454,+03629.377,+00614.327,+02370.657,+00800.238,+03271.321,+01014.374,+03749.493,+01209.541,+03674.119,+01264.762,+03970.980,+00568.541,+04207.277,+01516.225,+02316.830,+01409.970,+02640.836,+00827.244,+03080.301,
Scratch, H3,00001604,00000976,00000936,00000868,00000680,00000456,00000448,00000412,00000000,00000000,+01277.463,+05668.979,+00836.317,+05293.916,+01478.064,+05289.236,+01110.033,+05358.779,+00544.053,+06170.049,+01486.389,+05976.793,+01295.077,+05394.113,+01100.514,+05778.248,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H4,00001392,00001124,00000928,00000844,00000528,00000516,00000000,00000000,00000000,00000000,+02149.411,+05923.350,+02437.710,+06076.001,+02224.517,+05695.388,+02047.176,+06074.810,+02568.142,+06581.489,+01637.623,+05843.133,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H5,00001504,00001464,00000720,00000612,00000484,00000000,00000000,00000000,00000000,00000000,+02786.785,+05437.080,+03692.261,+04971.587,+03488.278,+06562.939,+02842.535,+06165.297,+03455.683,+06571.428,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H6,00002888,00001852,00001744,00001464,00001412,00001060,00000964,00000920,00000908,00000892,+03020.670,+03454.648,+03666.927,+03490.977,+02869.943,+02721.816,+03130.163,+03261.583,+02671.357,+03331.171,+02537.652,+03308.368,+02698.505,+03171.460,+03100.022,+03322.242,+02675.984,+03416.742,+03035.648,+03334.734,
Scratch, H7,00000592,00000508,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02775.838,+01942.773,+03689.592,+01749.778,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00002340,00001576,00001312,00001124,00000868,00000720,00000692,00000636,00000412,00000000,+01753.786,+00464.645,+01484.326,+01942.330,+02074.570,+02329.392,+01515.976,+02316.971,+01950.650,+00772.228,+01532.956,+01705.157,+02002.589,+00466.122,+01968.182,+00346.561,+01841.866,+02091.886,+00000.000,+00000.000,
Scratch, H9,00001608,00001336,00001324,00001316,00001224,00001088,00000920,00000892,00000804,00000640,+01955.587,+02397.859,+02256.191,+02616.256,+02671.537,+03332.395,+02074.542,+02329.428,+01758.123,+02417.937,+02537.661,+03308.060,+02676.073,+03416.598,+01956.810,+03895.374,+02611.780,+02449.033,+02406.080,+03108.651,
Shape, H10 cam1,88.234,
Shape, H11 cam2,086,
Shape, H12 cam3,089,
Shape, H13 Flash,93.725,
Shape, H14 mic,82.352,
Shape, H15 Logo,82.352,
Scratch, H15 Logo,00001548,00001272,00000940,00000864,00000828,00000724,00000620,00000588,00000556,00000556,+02388.730,+03498.115,+01929.776,+03440.615,+02017.187,+03524.929,+02287.179,+03397.318,+02250.871,+03526.592,+02349.433,+03249.711,+02293.915,+03185.591,+02213.848,+03295.048,+02126.952,+03525.377,+02008.291,+03257.193,
Shape, H16 Script,00.000,
Shape, H17 Lidar,84.313,
Scratch, H18 cam area,00003344,00001216,00000816,00000624,00000368,00000192,00000176,00000144,00000112,00000096,+02874.023,+00538.221,+02400.740,+01459.517,+02809.215,+01620.055,+02635.526,+01468.345,+03527.285,+01180.389,+02696.372,+01445.447,+02810.099,+01565.781,+03610.261,+01295.558,+02794.515,+01567.495,+02873.372,+01677.114,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,013,000,000,000,000,000,000,000,000,000,00000256,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,134,081,000,000,000,000,000,000,000,000,00000449,00000140,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
