Front
Scratch, D1,00008264,00008000,00006752,00003864,00001720,00001676,00001672,00001440,00001168,00000992,+03114.696,+02257.878,+03167.080,+00905.704,+03054.671,+02091.592,+03147.900,+01846.147,+02729.354,+02013.123,+02717.602,+02024.193,+03427.818,+00596.765,+03352.204,+02493.841,+03355.102,+02477.014,+03053.389,+02459.458,
Scratch, D2,00007820,00004008,00003436,00003088,00002656,00001396,00001336,00001056,00000748,00000584,+03254.618,+03093.135,+03099.187,+04512.924,+03108.654,+02584.603,+02749.572,+04437.329,+02766.795,+04433.637,+02709.668,+04166.687,+02776.497,+04126.141,+03072.507,+02532.624,+02726.117,+04192.475,+02574.917,+04243.112,
Scratch, D3,00005844,00004136,00002268,00001536,00001288,00001184,00000920,00000804,00000704,00000676,+03109.333,+05303.526,+02959.405,+05034.516,+03634.188,+05588.803,+03049.538,+05123.321,+03045.322,+05096.295,+02932.744,+04797.135,+02657.256,+06299.647,+02948.527,+04792.359,+02890.871,+06572.141,+02896.436,+06551.709,
Scratch, D4,00005228,00004284,00002100,00001772,00001712,00001580,00001048,00001024,00000912,00000776,+02190.263,+05300.211,+02352.215,+05940.819,+01702.728,+05326.748,+01541.627,+06494.409,+02264.512,+05428.520,+02402.178,+06140.607,+02287.148,+05429.536,+01583.322,+06457.087,+02503.611,+06066.642,+01735.690,+05313.788,
Scratch, D5,00006176,00004956,00002736,00000696,00000000,00000000,00000000,00000000,00000000,00000000,+01026.048,+05551.970,+00696.117,+05508.871,+01408.565,+04632.875,+01212.891,+04685.245,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, D6,00013200,00004176,00002460,00001084,00000956,00000956,00000792,00000720,00000652,00000544,+00520.423,+03850.596,+00855.045,+03024.771,+01190.075,+02889.748,+00462.638,+02994.992,+01214.882,+03376.192,+01198.919,+03384.223,+00752.031,+03294.745,+00482.102,+03001.999,+01032.414,+02635.788,+01043.407,+02652.710,
Scratch, D7,00005124,00005060,00004048,00003936,00003516,00002764,00001328,00001072,00001012,00000816,+01307.456,+01491.867,+00990.063,+02117.487,+00747.021,+01225.260,+01368.223,+01852.971,+00513.432,+02504.396,+01337.507,+01707.647,+00621.422,+02395.237,+01382.325,+00953.002,+00422.094,+01579.230,+00755.849,+01123.398,
Scratch, D8,00006276,00005232,00003352,00001752,00001224,00001160,00001004,00000964,00000936,00000840,+02072.485,+02457.282,+01693.678,+02071.044,+01625.705,+01273.162,+02085.596,+01087.388,+01869.432,+02383.666,+01480.986,+02459.355,+01442.023,+00912.368,+01884.367,+02395.397,+01586.769,+01071.753,+01842.763,+00674.892,
Scratch, D9,00005884,00004868,00004624,00003864,00003460,00001708,00001348,00001164,00001052,00001000,+02447.827,+03717.344,+01892.777,+03958.675,+01541.712,+03138.559,+01572.532,+04539.282,+02393.478,+04507.282,+02238.617,+04241.934,+01488.049,+04378.492,+01504.205,+04394.236,+02256.885,+04225.275,+01593.048,+03802.045,
Scratch, D10,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, D11,081,
Shape, D12,096,
Scratch, D13,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Crack, D1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, D10,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, D11,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
