type,region,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
Scratch,D1,00054480,00030740,00009500,00006792,00005164,00004676,00003720,00002772,00002620,00002536,+02918.535,+00612.693,+03398.841,+00702.065,+03232.523,+00914.982,+03197.729,+02037.353,+03513.390,+00900.934,+03454.287,+02032.211,+03300.396,+02097.875,+03563.735,+01749.761,+03181.616,+01906.428,+03484.660,+00590.67
Scratch,D2,00010540,00007416,00005456,00005152,00004496,00003864,00003648,00002796,00002432,00002264,+03212.404,+03272.440,+02940.706,+03137.588,+02760.239,+02747.681,+03056.782,+02856.914,+02849.881,+03628.083,+03509.995,+04408.886,+02672.204,+02561.811,+02926.480,+02794.247,+02577.600,+03132.598,+03467.850,+04190.76
Scratch,D3,00005268,00004544,00004144,00003348,00003064,00002748,00002572,00002376,00002372,00002128,+03104.430,+05919.859,+03476.870,+06356.430,+02671.934,+06225.574,+03257.307,+05730.860,+03284.191,+05710.057,+03324.392,+05891.106,+03198.193,+05781.168,+03151.461,+05945.231,+03593.568,+06253.291,+03352.191,+05898.65
Scratch,D4,00003384,00002452,00001492,00000576,00000572,00000496,00000000,00000000,00000000,00000000,+01593.875,+04633.326,+01695.803,+04709.219,+02253.885,+05215.471,+01497.945,+06415.859,+01498.937,+06431.530,+02272.421,+05208.896,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.00
Scratch,D5,00007400,00006848,00006304,00001328,00001172,00001108,00000900,00000724,00000704,00000644,+00403.244,+04986.159,+00409.524,+05541.581,+00635.856,+06007.986,+00937.133,+06056.885,+01187.531,+05005.009,+00907.989,+06070.768,+00609.065,+05210.923,+01074.783,+04633.344,+00519.413,+06038.898,+01428.357,+04594.10
Scratch,D6,00007208,00005912,00004524,00004412,00002696,00002452,00002404,00002348,00002192,00002160,+00436.590,+03115.337,+00413.470,+02972.067,+00440.594,+02740.372,+01124.815,+02510.309,+01001.047,+02822.712,+00494.411,+03044.380,+00755.267,+03717.738,+01358.673,+03961.227,+00494.428,+02697.026,+00750.626,+03696.37
Scratch,D7,00017256,00013540,00012340,00007132,00005208,00005192,00004640,00004200,00004080,00003976,+00476.911,+00975.402,+01264.117,+02278.809,+00431.116,+01205.240,+00836.597,+01849.039,+00455.591,+02037.875,+00620.655,+02339.349,+00560.457,+02298.533,+00449.832,+01799.399,+00534.253,+02430.388,+00486.844,+01223.78
Scratch,D8,00004660,00002420,00002140,00001788,00001296,00000956,00000932,00000932,00000892,00000880,+01980.973,+02477.103,+01567.762,+02397.325,+01560.174,+00783.390,+01736.511,+02418.418,+01588.290,+00779.146,+01594.759,+02419.895,+01724.790,+02403.249,+01824.307,+02423.136,+02382.831,+02392.094,+01822.025,+02441.10
Scratch,D9,00008036,00007284,00006736,00006140,00004272,00003156,00001680,00001628,00001616,00001436,+01532.687,+02552.675,+02449.950,+02785.583,+02325.162,+02726.873,+02411.471,+02612.969,+02347.147,+02552.543,+01982.631,+02631.836,+02397.379,+02891.989,+02306.323,+02584.502,+02454.798,+02548.187,+02404.092,+02872.80
Scratch,D10,00004300,00003576,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01657.243,+00394.792,+01797.358,+00419.187,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.00
Shape,D11,095
Shape,D12,098
Scratch,D13,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.00
Crack,D1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.00
Crack,D10,030,018,022,014,000,000,000,000,000,000,00001984,00001328,00000128,00000128,00000000,00000000,00000000,00000000,00000000,00000000
Crack,D11,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000
