Back
Scratch, H1,00000536,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00865.875,+01904.574,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H3,00010524,00006876,00004112,00001796,00001636,00001624,00001044,00000748,00000708,00000000,+01405.714,+05855.446,+01216.805,+05105.794,+01087.686,+05767.579,+01414.387,+05053.199,+01116.158,+05093.401,+01291.295,+06098.773,+01541.554,+05840.851,+01498.303,+06087.796,+01408.558,+06535.050,+00000.000,+00000.000,
Scratch, H4,00021756,00021516,00018908,00017152,00014128,00012040,00010492,00009696,00009356,00009208,+02198.973,+05410.203,+02121.721,+05218.768,+02486.559,+05194.087,+01804.353,+05240.495,+01966.795,+05423.887,+02071.972,+05588.334,+02178.333,+05807.630,+02417.932,+05395.460,+01807.124,+05435.072,+01971.788,+05816.414,
Scratch, H5,00017544,00014780,00013912,00012544,00012372,00011728,00007596,00007288,00006272,00004280,+02963.085,+05167.391,+02821.533,+05544.930,+02841.432,+05763.231,+03023.746,+05353.878,+02646.505,+05185.406,+02990.973,+05639.900,+02618.900,+05381.982,+03056.689,+05527.044,+02791.502,+05653.687,+02915.321,+05362.705,
Scratch, H6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H10 cam1,90.587,
Shape, H11 cam2,086,
Shape, H12 cam3,091,
Shape, H13 Flash,93.725,
Shape, H14 mic,89.411,
Shape, H15 Logo,89.411,
Scratch, H15 Logo,00004956,00004776,00003508,00002180,00002008,00001680,00001588,00001528,00001424,00001256,+02364.314,+03419.028,+02309.749,+03565.181,+02119.126,+03262.149,+02186.976,+03472.251,+01900.116,+03509.808,+02249.070,+03468.673,+02098.732,+03367.013,+02384.599,+03294.625,+01943.661,+03433.248,+01852.471,+03578.556,
Shape, H16 Script,00.000,
Shape, H17 Lidar,00.000,
Scratch, H18 cam area,00006016,00004000,00002656,00002400,00000464,00000400,00000336,00000176,00000160,00000128,+03466.814,+01019.263,+02325.113,+01462.176,+03031.187,+01034.792,+02546.740,+01451.963,+03034.288,+01085.989,+02407.033,+01448.576,+02437.776,+01453.673,+02201.360,+00756.998,+02163.833,+01420.016,+02343.133,+00446.316,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00202462,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,02392.832,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,014,000,000,000,000,000,000,000,000,000,00000688,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
