Back
Scratch, H1,00000888,00000488,00000488,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00606.472,+00439.266,+01000.309,+01791.567,+00602.491,+01975.841,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H2,00000984,00000828,00000816,00000776,00000748,00000704,00000688,00000668,00000580,00000504,+00530.498,+04243.589,+00896.472,+02725.078,+00749.328,+03513.141,+00566.711,+03993.238,+00659.528,+04376.225,+00620.494,+02908.346,+00510.893,+04447.731,+01157.198,+04154.906,+00550.297,+04474.572,+00623.979,+02711.458,
Scratch, H3,00001028,00000888,00000672,00000672,00000668,00000588,00000576,00000548,00000512,00000428,+00582.768,+06260.332,+00513.109,+05238.557,+00738.616,+06447.984,+00586.593,+06352.206,+00520.204,+05380.249,+00612.117,+04720.269,+00550.499,+04474.854,+00619.285,+05211.305,+00698.004,+04643.128,+01138.038,+06457.326,
Scratch, H4,00001104,00001004,00000896,00000836,00000552,00000444,00000000,00000000,00000000,00000000,+02432.598,+06539.803,+02063.774,+06543.989,+01628.759,+05965.986,+01676.695,+06556.755,+01685.072,+06050.587,+02372.996,+04563.248,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H5,00001516,00000744,00000728,00000500,00000480,00000000,00000000,00000000,00000000,00000000,+03754.991,+06320.283,+03192.129,+05878.528,+03600.447,+05732.453,+03517.124,+04749.260,+03369.037,+06585.755,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H6,00000688,00000648,00000568,00000496,00000468,00000424,00000000,00000000,00000000,00000000,+02855.766,+03280.549,+03196.562,+03785.431,+03279.067,+02790.277,+03473.082,+02954.268,+03109.914,+02915.019,+03188.086,+03667.435,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00001228,00000676,00000660,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01656.328,+00304.409,+01841.258,+00445.703,+01669.235,+01933.289,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H10 cam1,90.195,
Shape, H11 cam2,086,
Shape, H12 cam3,090,
Shape, H13 Flash,94.509,
Shape, H14 mic,90.195,
Shape, H15 Logo,93.332,
Scratch, H15 Logo,00000716,00000556,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02288.251,+03382.954,+02029.253,+03435.164,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H16 Script,00.000,
Shape, H17 Lidar,00.000,
Scratch, H18 cam area,00004048,00000768,00000656,00000560,00000528,00000496,00000368,00000336,00000288,00000240,+03469.464,+01013.968,+02812.566,+01431.120,+02806.572,+01378.577,+03069.387,+01057.270,+02883.119,+01717.051,+02799.397,+01568.547,+02920.120,+00447.391,+02714.149,+01404.584,+02857.260,+00574.647,+02587.749,+01450.870,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,010,000,000,000,000,000,000,000,000,000,00000112,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
