type,region,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
Scratch,T1,00002328,00000508,00000492,00000416,00000000,00000000,00000000,00000000,00000000,00000000,+02021.008,+00457.836,+02252.589,+00475.298,+02345.770,+00815.183,+02346.091,+00533.184,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.00
Scratch,T2,00002796,00001208,00001024,00000868,00000608,00000564,00000548,00000476,00000428,00000000,+02311.902,+01884.129,+02165.191,+01490.606,+01794.534,+01786.599,+02087.265,+01670.968,+02128.527,+01515.647,+02344.213,+01537.558,+01957.265,+01525.211,+01790.584,+01403.023,+01967.505,+01249.463,+00000.000,+00000.00
Scratch,T3,00002172,00001360,00001096,00000908,00000736,00000552,00000484,00000000,00000000,00000000,+02176.708,+02588.400,+02343.481,+02635.093,+02337.862,+02569.261,+02279.078,+02539.470,+02373.541,+02558.770,+01956.201,+02311.648,+02038.867,+02318.874,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.00
Scratch,T4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.00
Scratch,B1,00003496,00002644,00002272,00001928,00001924,00001900,00001896,00001848,00001812,00001664,+01687.796,+00609.531,+01860.271,+00863.518,+01947.997,+00712.061,+02212.140,+00944.475,+01692.818,+01156.055,+01839.937,+00548.521,+02062.507,+00640.851,+01954.038,+00626.594,+02202.268,+01106.193,+02120.055,+00698.01
Scratch,B2,00002356,00002012,00001444,00001348,00001312,00001000,00000988,00000988,00000984,00000896,+02276.238,+02093.078,+02192.882,+02061.897,+01719.214,+01750.367,+01930.255,+01392.891,+01693.368,+01385.297,+02281.041,+01447.083,+01752.652,+01589.011,+01676.008,+01686.737,+01976.152,+02101.606,+01719.473,+02042.71
Scratch,B3,00002972,00002364,00002072,00001460,00001416,00001400,00001168,00001064,00001024,00000980,+02223.828,+02194.727,+01695.466,+02733.415,+01839.708,+02760.331,+02217.122,+02723.785,+02291.205,+02490.849,+01818.220,+02880.441,+01686.767,+02881.760,+01678.908,+02444.774,+02175.609,+02493.325,+01752.144,+02823.14
Shape,B4,099
Shape,B5,090
Shape,B6,094
Shape,B7,084
Shape,B8,098
Scratch,B9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.00
