Back
Scratch, H1,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H2,00001092,00000800,00000740,00000732,00000724,00000708,00000672,00000668,00000652,00000628,+00575.042,+04339.555,+01503.846,+04375.371,+01359.653,+03345.101,+01193.817,+02700.283,+01543.641,+03218.708,+01269.107,+03183.880,+01460.123,+02786.653,+01111.467,+02944.923,+01282.177,+03061.456,+01426.098,+03453.494,
Scratch, H3,00000912,00000840,00000700,00000696,00000672,00000612,00000600,00000560,00000540,00000500,+01421.408,+06251.514,+01291.319,+06425.168,+01433.754,+06426.007,+01142.881,+06459.630,+01514.330,+06399.883,+01506.089,+04766.697,+01089.135,+06455.373,+01215.149,+04559.966,+01401.753,+06384.635,+01071.681,+05415.238,
Scratch, H4,00002228,00001540,00000596,00000588,00000572,00000572,00000564,00000544,00000544,00000532,+01692.287,+06378.579,+01928.414,+06415.839,+01891.953,+04737.428,+01808.619,+04395.924,+01677.104,+06306.703,+01667.048,+06001.185,+01785.602,+06451.898,+01765.024,+06010.357,+01779.750,+06280.036,+02303.362,+04541.170,
Scratch, H5,00000484,00000408,00000400,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+03392.370,+06579.775,+03384.877,+06345.183,+03257.048,+06011.474,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H6,00000780,00000672,00000632,00000620,00000608,00000584,00000548,00000548,00000544,00000532,+03009.186,+03975.132,+03523.096,+03458.162,+03366.804,+03446.183,+03691.561,+03898.687,+03380.383,+03232.687,+03267.448,+03248.608,+03093.636,+02966.886,+02812.604,+03061.376,+03434.317,+03237.834,+02595.022,+03602.526,
Scratch, H7,00000696,00000504,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02786.440,+01940.469,+03338.764,+02186.311,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00000708,00000700,00000696,00000588,00000552,00000548,00000548,00000512,00000504,00000444,+02089.456,+01781.083,+01620.909,+00739.245,+01969.300,+00323.264,+01785.902,+00510.929,+02513.124,+02162.190,+01768.710,+01154.219,+01741.012,+00330.480,+01708.363,+01093.468,+01892.258,+00516.661,+02134.349,+01811.892,
Scratch, H9,00000896,00000724,00000672,00000672,00000648,00000628,00000604,00000600,00000584,00000564,+01700.177,+02723.352,+01844.281,+03075.069,+02012.243,+02786.875,+02056.947,+02486.361,+01812.331,+04399.381,+01755.284,+02578.370,+01855.397,+03933.907,+01815.471,+02849.547,+01700.182,+04070.107,+01816.270,+02989.820,
Shape, H10 cam1,89.019,
Shape, H11 cam2,084,
Shape, H12 cam3,089,
Shape, H13 Flash,94.901,
Shape, H14 mic,89.803,
Shape, H15 Logo,92.940,
Scratch, H15 Logo,00000660,00000500,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02105.179,+03258.149,+02014.975,+03508.643,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H16 Script,00.000,
Shape, H17 Lidar,00.000,
Scratch, H18 cam area,00002576,00001264,00001088,00001056,00000656,00000464,00000432,00000336,00000080,00000000,+03530.402,+00964.858,+02697.283,+01738.189,+02819.193,+00492.973,+02687.653,+01681.645,+02824.505,+00552.065,+02816.431,+00437.693,+02779.869,+00565.167,+02808.017,+01330.415,+02780.017,+00514.796,+00000.000,+00000.000,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,014,000,000,000,000,000,000,000,000,000,00000240,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,011,000,000,000,000,000,000,000,000,000,00000112,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
