Back
Scratch, H1,00000660,00000600,00000584,00000556,00000508,00000464,00000452,00000448,00000000,00000000,+01291.487,+01905.601,+01472.967,+02204.243,+01414.794,+00612.446,+00816.826,+01829.248,+01286.503,+01405.260,+01434.093,+00404.666,+01423.447,+02261.553,+01404.636,+00455.755,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H2,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H3,00000472,00000440,00000428,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00518.852,+06033.409,+00660.968,+05986.131,+01090.341,+05327.706,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H4,00000640,00000452,00000432,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02462.403,+06438.326,+02077.551,+06485.965,+02022.388,+04627.338,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H5,00000516,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+03715.739,+04723.273,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H7,00000624,00000604,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02936.519,+02232.996,+02845.703,+01992.348,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00000616,00000568,00000568,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01784.617,+01033.507,+01977.590,+01473.881,+01735.964,+01066.747,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H9,00000860,00000592,00000580,00000452,00000424,00000000,00000000,00000000,00000000,00000000,+02304.914,+02949.837,+02262.989,+03045.473,+01763.873,+04272.093,+02419.284,+04370.321,+01690.792,+02624.504,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H10 cam1,85.489,
Shape, H11 cam2,085,
Shape, H12 cam3,089,
Shape, H13 Flash,93.725,
Shape, H14 mic,80.784,
Shape, H15 Logo,94.117,
Scratch, H15 Logo,00002032,00001864,00001804,00001368,00001304,00001176,00001024,00000960,00000940,00000916,+01901.551,+03605.455,+01928.183,+03307.589,+02061.731,+03587.794,+02222.776,+03195.224,+02233.154,+03678.080,+02074.750,+03234.896,+02078.611,+03529.734,+01997.782,+03515.631,+02152.175,+03398.468,+02355.588,+03376.029,
Shape, H16 Script,00.000,
Shape, H17 Lidar,00.000,
Scratch, H18 cam area,00001312,00000976,00000800,00000720,00000640,00000528,00000480,00000416,00000304,00000208,+02202.971,+00782.701,+02815.795,+00725.000,+02249.905,+01610.311,+02292.563,+00564.089,+02334.085,+00695.211,+02147.294,+01466.796,+02811.585,+01522.044,+02172.078,+01505.080,+02835.333,+00849.890,+02352.385,+00698.311,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,016,000,000,000,000,000,000,000,000,000,00000272,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
