Back
Scratch, H1,00000440,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00497.915,+01193.044,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H2,00000752,00000704,00000620,00000492,00000440,00000424,00000000,00000000,00000000,00000000,+00537.006,+03549.927,+00546.286,+03628.175,+00606.829,+03421.595,+00578.824,+03332.873,+00750.604,+02771.919,+00688.631,+03636.786,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H3,00011524,00010836,00002904,00001912,00001176,00001092,00000760,00000752,00000628,00000532,+01267.672,+04913.584,+01368.358,+05733.023,+01520.080,+05739.035,+00971.943,+05656.105,+01001.297,+05368.630,+01022.435,+05166.033,+01478.505,+06495.056,+00696.699,+05538.855,+01305.899,+05954.191,+01349.668,+04693.250,
Scratch, H4,00123224,00065300,00041344,00017368,00012044,00011068,00010460,00010440,00009372,00006544,+02122.229,+05411.425,+02166.973,+05222.055,+02143.713,+05586.016,+01818.758,+05780.197,+02093.890,+04968.203,+02183.834,+05819.015,+02103.840,+04991.980,+02384.970,+05722.021,+02375.897,+05835.833,+01601.668,+05755.693,
Scratch, H5,00065648,00021860,00021220,00016924,00015464,00015140,00014776,00011924,00008064,00004956,+02857.972,+05486.277,+03007.522,+05311.279,+02905.379,+05892.366,+02808.123,+05660.206,+02973.203,+05788.843,+02950.863,+05072.404,+02697.936,+05758.835,+02716.479,+05277.641,+03045.054,+05682.610,+02604.878,+05255.485,
Scratch, H6,00000676,00000584,00000432,00000428,00000000,00000000,00000000,00000000,00000000,00000000,+03182.986,+03269.097,+03447.889,+03540.111,+03358.563,+03682.127,+03035.547,+04081.540,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H9,00000760,00000468,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02389.370,+04392.296,+02083.567,+04209.523,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H10 cam1,89.019,
Shape, H11 cam2,075,
Shape, H12 cam3,085,
Shape, H13 Flash,94.509,
Shape, H14 mic,91.764,
Shape, H15 Logo,93.332,
Scratch, H15 Logo,00002288,00001784,00001428,00000968,00000892,00000880,00000752,00000752,00000748,00000728,+01969.909,+03633.681,+02343.454,+03318.672,+02214.466,+03558.531,+02296.155,+03405.045,+02304.631,+03188.036,+02042.993,+03262.634,+02069.873,+03246.103,+02273.442,+03647.289,+02203.145,+03254.019,+02187.289,+03179.929,
Shape, H16 Script,00.000,
Shape, H17 Lidar,00.000,
Scratch, H18 cam area,00003728,00001376,00001200,00000848,00000736,00000720,00000688,00000560,00000432,00000400,+03461.887,+01022.312,+02201.478,+01354.924,+02931.155,+01115.400,+02898.486,+00458.000,+02812.830,+00768.487,+02732.400,+01399.027,+02803.571,+00711.901,+02927.879,+01159.598,+03531.481,+01125.486,+02932.062,+01069.427,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00187387,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,02414.609,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,013,000,000,000,000,000,000,000,000,000,00000128,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
