Left
Scratch, L1,00003184,00002596,00002052,00001348,00001316,00001260,00000872,00000844,00000840,00000816,+01749.752,+02071.601,+02091.366,+01482.003,+02141.041,+00705.627,+02146.937,+02191.985,+02092.596,+01160.918,+02150.628,+02117.999,+02091.726,+00977.945,+01747.576,+01974.461,+01966.344,+01302.735,+01744.261,+01929.704,
Scratch, L2,00002284,00000664,00000648,00000484,00000424,00000000,00000000,00000000,00000000,00000000,+02146.880,+04143.607,+01737.937,+02523.611,+01917.498,+03973.028,+02149.208,+02667.502,+01742.178,+02482.744,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, L3,00001404,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02161.829,+05261.301,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, L4,00000420,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01960.285,+01500.073,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, L5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, L6,00000920,00000400,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01952.386,+02593.294,+01989.812,+02618.444,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, L7 Left SIM,00001089,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01945.336,+03580.323,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Right
Scratch, R1,00003248,00002680,00002600,00002416,00002368,00002288,00002260,00002200,00001924,00001868,+01876.361,+00463.161,+02150.499,+00427.732,+01748.840,+00789.462,+01984.517,+00424.547,+02078.375,+01142.836,+02065.890,+00432.447,+01749.268,+01376.574,+01939.300,+01187.569,+02239.287,+00850.462,+01718.847,+00971.501,
Scratch, R2,00002964,00002872,00002792,00002716,00002128,00002096,00001908,00001672,00001648,00001464,+01882.618,+02550.142,+01976.760,+02552.477,+01709.078,+02749.750,+01800.770,+04056.676,+01744.409,+03796.011,+02232.298,+02708.793,+01761.908,+03059.787,+02054.066,+02585.728,+02266.394,+03726.945,+01744.339,+03346.874,
Scratch, R3,00002700,00002596,00002360,00001548,00001508,00001424,00001264,00001264,00001248,00001168,+01782.357,+04908.142,+01722.856,+04612.250,+02207.908,+04894.240,+01984.987,+04465.471,+01800.030,+04305.012,+01725.637,+05115.121,+01912.566,+04120.301,+02104.146,+04936.429,+01932.572,+04770.620,+02097.912,+04614.511,
Scratch, R4,00001244,00000984,00000968,00000868,00000720,00000696,00000500,00000000,00000000,00000000,+01978.883,+01998.152,+01982.756,+02146.069,+01918.502,+02010.864,+01944.055,+01965.581,+01993.236,+02088.876,+01982.108,+01960.770,+02026.883,+02073.873,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, R5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
data_end