imei,grade,type,region,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10
358805900034513,B,Scratch,R1,3596,2076,2040,1728,1128,916,916,880,832,804,1849.075,1052.071,2253.297,1388.383,2249.961,1177.216,2276.234,1320.691,2184.577,1384.698,2024.693,1226.516,2277.098,1271.932,2252.908,1143.551,2270.6,792.291,2130.134,1394.77
358805900034513,B,Scratch,R2,1256,1220,1220,1032,1008,944,880,816,808,788,1981.341,2699.81,2192.342,2577.695,2246.271,3892.002,2202.277,2694.25,2156.356,2792.597,2244.871,3929.185,2083.31,2700.48,1919.003,2985.91,2175.594,2715.302,2234.167,2669.27
358805900034513,B,Scratch,R3,692,0,0,0,0,0,0,0,0,0,2267.918,4305.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358805900034513,B,Scratch,R4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358805900034513,B,Scratch,R5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352990483035255,B,Scratch,R1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352990483035255,B,Scratch,R2,452,448,420,0,0,0,0,0,0,0,2193.955,3371.766,2090.716,3468.494,2284.49,3657.856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352990483035255,B,Scratch,R3,876,852,840,740,640,636,624,616,596,520,2126.581,5018.543,1852.127,5262.26,1930.82,4851.413,1708.89,5293.29,1882.773,5712.993,2147.971,4760.645,2126.176,4464.997,2251.092,4424.849,1993.589,5563.715,2146.332,4398.64
352990483035255,B,Scratch,R4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352990483035255,B,Scratch,R5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358900783168288,C,Scratch,R1,884,0,0,0,0,0,0,0,0,0,1791.064,323.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358900783168288,C,Scratch,R2,604,556,500,452,444,0,0,0,0,0,2061.301,2883.641,1792.597,3119.194,2270.887,3053.677,2157.436,2906.483,1716.984,3295.179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358900783168288,C,Scratch,R3,552,460,436,0,0,0,0,0,0,0,2283.581,4792.621,2279.066,4767.086,2284.703,5673.187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358900783168288,C,Scratch,R4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358900783168288,C,Scratch,R5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357624698426992,C,Scratch,R1,2920,1136,1028,756,712,656,636,628,600,592,1852.96,530.591,1842.872,460.206,1968.903,534.473,1963.391,478.022,1726.44,483.791,1887.42,329.391,2028.066,540.554,2279.243,1658.294,2220.583,1838.228,2185.886,1699.86
357624698426992,C,Scratch,R2,1376,1124,1112,1048,884,668,636,632,616,588,2257.693,3425.418,2263.242,3284.372,2099.138,3306.778,2239.186,3309.074,2208.543,3216.132,2069.13,3183.363,2219.255,3051.734,1765.063,2869.485,1861.956,3666.009,1698.435,2849.82
357624698426992,C,Scratch,R3,1872,772,704,672,604,568,0,0,0,0,1702.959,5461.634,2104.049,4274.273,2240.811,4381.188,1841.356,4585.322,2048.889,4362.286,2197.667,4837.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357624698426992,C,Scratch,R4,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357624698426992,C,Scratch,R5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980284850207,C,Scratch,R1,1616,888,768,736,732,496,428,0,0,0,1874.785,1614.778,1762.125,1992.101,1995.611,1236.057,2134.719,1594.53,1691.658,1962.303,2084.036,1065.102,2223.003,1834.235,0.0,0.0,0.0,0.0,0.0,0.0
355980284850207,C,Scratch,R2,928,772,708,0,0,0,0,0,0,0,1685.663,2219.301,1684.778,2148.538,1782.702,2982.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980284850207,C,Scratch,R3,3796,1912,1232,1020,0,0,0,0,0,0,1903.704,5606.39,2218.444,5401.857,2095.404,5483.597,2005.103,5535.965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980284850207,C,Scratch,R4,972,476,460,404,0,0,0,0,0,0,1966.441,2196.773,1934.377,2257.693,2037.706,1860.203,1927.548,2187.148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980284850207,C,Scratch,R5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980282645096,C,Scratch,R1,852,480,436,0,0,0,0,0,0,0,2254.748,1423.272,2156.808,319.856,2140.609,985.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980282645096,C,Scratch,R2,1148,1004,408,0,0,0,0,0,0,0,2280.762,3536.991,2280.951,3472.066,2282.173,3354.459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355980282645096,C,Scratch,R3,752,628,608,532,444,412,0,0,0,0,2226.75,4386.188,2219.532,5415.102,2245.732,4643.853,2126.641,4568.508,2203.022,5453.183,2232.455,5383.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
