Back
Scratch, H1,00000560,00000528,00000404,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01341.387,+00264.959,+00510.850,+00959.497,+00529.550,+00879.674,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H2,00001072,00001068,00000808,00000776,00000756,00000620,00000612,00000436,00000428,00000428,+00500.463,+03752.207,+00719.792,+04188.051,+00848.424,+02486.546,+00537.077,+03190.698,+00673.582,+04433.475,+00607.499,+03757.842,+01324.949,+04082.109,+00550.796,+03724.346,+00655.807,+03900.786,+00502.719,+02667.522,
Scratch, H3,00024816,00011600,00001176,00000584,00000556,00000548,00000452,00000420,00000412,00000000,+01252.472,+04946.143,+01457.049,+05494.671,+00596.451,+04610.675,+00568.595,+05365.189,+00509.877,+05945.123,+01491.572,+06446.590,+00538.147,+06134.356,+01299.401,+04487.939,+00513.343,+04992.065,+00000.000,+00000.000,
Scratch, H4,00173548,00083508,00017596,00012904,00011056,00010732,00010308,00006764,00006044,00005880,+02193.331,+05159.366,+02209.377,+04929.908,+01911.174,+05510.740,+02270.070,+05516.516,+02471.023,+05410.614,+01664.863,+05498.343,+02472.777,+05526.879,+01946.526,+05284.519,+02417.862,+04686.222,+02178.207,+05703.467,
Scratch, H5,00084116,00025600,00024704,00018664,00018224,00017684,00016956,00014216,00008748,00007208,+02888.246,+05144.376,+02703.618,+04945.316,+03062.752,+04960.459,+03072.335,+05441.696,+02884.869,+05321.368,+02879.124,+05546.337,+02778.597,+05425.992,+03100.893,+05561.550,+02903.422,+04701.458,+02887.696,+04723.061,
Scratch, H6,00001248,00001008,00000844,00000700,00000628,00000000,00000000,00000000,00000000,00000000,+02561.930,+04344.908,+03570.441,+03095.902,+02803.257,+04323.941,+03686.505,+04351.500,+02592.998,+04368.194,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H7,00000444,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+03703.926,+01737.344,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00000904,00000860,00000796,00000752,00000624,00000620,00000564,00000512,00000428,00000420,+01927.245,+00323.738,+02126.605,+00293.930,+02061.727,+00307.675,+01993.595,+00381.439,+01773.912,+00245.682,+02454.265,+01950.092,+02098.283,+00292.008,+01917.703,+00938.338,+02179.068,+01789.663,+02015.403,+00383.006,
Scratch, H9,00001260,00000672,00000628,00000616,00000612,00000480,00000000,00000000,00000000,00000000,+02560.647,+04344.484,+01612.714,+03304.185,+02509.214,+04326.093,+02346.109,+03877.579,+02592.637,+04368.550,+01947.501,+02511.722,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H10 cam1,90.979,
Shape, H11 cam2,080,
Shape, H12 cam3,084,
Shape, H13 Flash,94.117,
Shape, H14 mic,89.411,
Shape, H15 Logo,94.117,
Scratch, H15 Logo,00000716,00000484,00000464,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02270.024,+03508.444,+02382.666,+03312.624,+02169.782,+03671.556,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H16 Script,00.000,
Shape, H17 Lidar,00.000,
Scratch, H18 cam area,00008848,00001312,00001264,00000832,00000352,00000256,00000208,00000016,00000016,00000000,+03499.971,+00997.315,+03017.185,+01033.260,+03068.868,+01065.163,+02811.748,+01737.172,+02806.755,+01684.298,+02321.709,+01422.229,+02892.825,+00500.018,+02304.209,+00530.479,+02304.209,+00518.479,+00000.000,+00000.000,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00078889,00061022,00015957,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,01234.807,01025.913,00431.669,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,011,000,000,000,000,000,000,000,000,000,00000112,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,021,000,000,000,000,000,000,000,000,000,00000160,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
