Back
Scratch, H1,00001292,00001144,00001040,00000792,00000792,00000680,00000568,00000532,00000472,00000460,+00811.373,+00382.207,+01492.439,+00712.663,+00558.067,+01119.191,+01274.441,+00305.301,+01430.074,+00260.222,+00569.146,+00665.014,+00824.877,+02271.692,+00952.972,+00692.352,+01376.126,+00527.523,+01382.733,+00350.957,
Scratch, H2,00001640,00001172,00001088,00001032,00000988,00000916,00000864,00000804,00000776,00000748,+00759.125,+03036.988,+01447.728,+03166.242,+01287.672,+04242.629,+01326.070,+03806.042,+00604.148,+02987.807,+00553.901,+03980.178,+01271.592,+03609.635,+00768.041,+03899.935,+00578.256,+03399.903,+00669.648,+03550.718,
Scratch, H3,00001932,00001564,00001488,00001232,00001212,00001108,00001032,00001016,00000904,00000864,+00549.043,+06117.494,+00755.957,+05708.175,+00620.667,+04448.625,+01270.710,+06258.162,+00678.200,+04505.223,+00997.296,+04417.123,+00575.953,+06235.673,+00559.190,+04851.569,+00553.233,+04448.195,+00718.898,+05967.953,
Scratch, H4,00001060,00000860,00000796,00000648,00000640,00000532,00000532,00000532,00000444,00000436,+02684.563,+06479.189,+02129.221,+06252.308,+01937.878,+06148.993,+02151.696,+06176.969,+02132.931,+06470.351,+01674.026,+06182.190,+01688.028,+06380.574,+02101.456,+06482.024,+01759.612,+06178.323,+02128.532,+06382.196,
Scratch, H5,00002276,00001248,00001216,00001216,00001128,00001056,00001004,00000860,00000788,00000768,+03557.064,+06500.931,+03611.662,+04634.806,+03449.922,+04600.603,+03309.499,+06147.190,+02933.092,+06258.404,+02684.441,+06479.201,+03653.984,+05556.425,+03482.170,+04583.757,+02860.819,+06172.443,+03730.033,+06108.256,
Scratch, H6,00001388,00001136,00001088,00001080,00001044,00000972,00000828,00000820,00000816,00000792,+03541.967,+04011.967,+03481.396,+03727.460,+03647.253,+04022.831,+02955.203,+02754.443,+03478.601,+03068.281,+03148.413,+03865.160,+02664.455,+02696.909,+03606.244,+03844.487,+02824.237,+03798.070,+03683.921,+03073.901,
Scratch, H7,00003512,00001676,00001212,00000984,00000888,00000816,00000768,00000668,00000000,00000000,+03640.771,+01919.134,+03259.554,+02028.633,+03453.285,+02014.727,+03698.635,+01848.126,+03538.269,+01969.555,+02556.575,+02032.743,+03729.129,+01827.953,+03658.499,+01849.147,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00001948,00001916,00001628,00001436,00001368,00001212,00001212,00000800,00000756,00000752,+02100.075,+00278.156,+02021.928,+00341.515,+01950.104,+00756.553,+01895.171,+00632.620,+01905.292,+00547.113,+01493.177,+00712.237,+01978.923,+00330.784,+01926.324,+00451.107,+01953.082,+00453.282,+01839.543,+00658.676,
Scratch, H9,00000824,00000736,00000692,00000600,00000440,00000000,00000000,00000000,00000000,00000000,+02664.322,+02697.186,+02150.696,+02893.848,+02291.505,+04130.827,+02106.476,+02479.685,+01711.243,+04218.376,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H10 cam1,88.627,
Shape, H11 cam2,084,
Shape, H12 cam3,087,
Shape, H13 Flash,94.117,
Shape, H14 mic,70.588,
Shape, H15 Logo,85.881,
Scratch, H15 Logo,00000504,00000500,00000448,00000444,00000416,00000412,00000408,00000000,00000000,00000000,+01891.689,+03505.261,+02296.427,+03184.158,+02209.626,+03661.457,+02363.546,+03497.638,+02408.621,+03446.530,+01828.288,+03534.503,+02341.685,+03473.821,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H16 Script,00.000,
Shape, H17 Lidar,83.921,
Scratch, H18 cam area,00004464,00003072,00001168,00001072,00001024,00000960,00000608,00000560,00000528,00000512,+02855.477,+01363.305,+02853.886,+00663.055,+02957.449,+01093.787,+02801.071,+01386.050,+02207.449,+00813.763,+02951.011,+01035.513,+02227.643,+01381.408,+03616.668,+01316.141,+02177.617,+01276.664,+02910.386,+01236.513,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,018,000,000,000,000,000,000,000,000,000,00000240,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,087,096,086,000,000,000,000,000,000,000,00000176,00000147,00000121,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
