Back
Scratch, H1,00000548,00000492,00000476,00000472,00000000,00000000,00000000,00000000,00000000,00000000,+00656.884,+01887.862,+01343.672,+00780.194,+01573.523,+00543.551,+00763.246,+00424.008,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H2,00001212,00000920,00000480,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01404.847,+02719.391,+01350.133,+04044.206,+01419.693,+02837.829,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H3,00000768,00000688,00000532,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00544.547,+04839.938,+00649.184,+05062.774,+01213.485,+06470.155,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H4,00000492,00000472,00000464,00000432,00000000,00000000,00000000,00000000,00000000,00000000,+01736.263,+06133.798,+02199.639,+05983.878,+02416.457,+06307.149,+02239.461,+06514.019,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H5,00001072,00000864,00000812,00000708,00000656,00000644,00000568,00000564,00000548,00000480,+03779.703,+04709.310,+03770.006,+05148.775,+03770.250,+06251.341,+03770.049,+05739.678,+03782.599,+05574.820,+03771.552,+05647.970,+03453.005,+06541.917,+03785.709,+04567.575,+03763.046,+06325.082,+03768.678,+05367.651,
Scratch, H6,00001084,00000656,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+03476.304,+03906.954,+03432.529,+04005.172,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H7,00000612,00000596,00000568,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+03651.378,+01795.239,+03655.784,+01902.320,+03749.328,+01892.500,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00001132,00000928,00000924,00000908,00000732,00000416,00000000,00000000,00000000,00000000,+02031.398,+00334.719,+02042.170,+00469.009,+02050.552,+00249.916,+02010.811,+00522.942,+01873.126,+00245.778,+01985.595,+00794.367,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H9,00000500,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01919.618,+04067.946,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H10 cam1,85.489,
Shape, H11 cam2,085,
Shape, H12 cam3,088,
Shape, H13 Flash,93.725,
Shape, H14 mic,67.058,
Shape, H15 Logo,93.332,
Scratch, H15 Logo,00000932,00000868,00000808,00000784,00000748,00000632,00000536,00000492,00000436,00000432,+02236.519,+03526.796,+02024.147,+03302.469,+02344.196,+03528.571,+02045.625,+03468.035,+01938.744,+03504.826,+02347.302,+03575.563,+02415.806,+03321.724,+02335.842,+03249.046,+01919.911,+03243.315,+02371.571,+03527.024,
Shape, H16 Script,00.000,
Shape, H17 Lidar,00.000,
Scratch, H18 cam area,00000944,00000800,00000784,00000704,00000608,00000576,00000576,00000496,00000496,00000352,+02136.247,+00834.259,+02649.473,+00673.773,+02316.993,+00673.835,+02689.902,+00501.188,+02136.677,+00778.628,+03537.660,+01070.511,+03584.993,+00949.733,+03493.251,+01082.217,+02251.445,+00739.766,+02861.357,+01704.370,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,100,000,000,000,000,000,000,000,000,000,00000139,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,086,000,000,000,000,000,000,000,000,000,00000103,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
