Back
Scratch, H1,00000852,00000836,00000704,00000676,00000644,00000432,00000000,00000000,00000000,00000000,+01476.233,+00306.207,+00944.776,+00338.423,+00818.753,+00432.648,+00621.868,+01702.280,+00532.589,+01525.202,+00555.921,+00682.626,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H2,00001328,00000936,00000836,00000816,00000808,00000780,00000716,00000704,00000656,00000512,+00723.766,+04056.811,+00687.967,+04085.373,+00617.251,+03251.780,+00645.945,+02644.014,+00530.816,+04112.470,+00648.885,+03369.579,+00596.779,+03326.092,+00499.882,+02556.534,+00687.415,+04025.860,+00613.888,+03067.303,
Scratch, H3,00000736,00000660,00000624,00000600,00000552,00000548,00000404,00000400,00000000,00000000,+00665.585,+06325.179,+00679.051,+04675.375,+00619.746,+05370.233,+01215.866,+06485.137,+00589.575,+05584.621,+01281.840,+06580.797,+00647.684,+06116.722,+00561.399,+05958.463,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H4,00000808,00000440,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02443.873,+06544.487,+01816.487,+06499.399,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H5,00000864,00000812,00000656,00000636,00000600,00000524,00000520,00000412,00000000,00000000,+03783.972,+05372.457,+03602.581,+04981.358,+03636.191,+05002.823,+03776.626,+05416.071,+03669.435,+05174.413,+03439.479,+05454.088,+03602.899,+05092.916,+03617.180,+04688.288,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H6,00001444,00001024,00000976,00000848,00000816,00000784,00000728,00000000,00000000,00000000,+03557.806,+03702.362,+03742.627,+03180.806,+03636.674,+03364.006,+03568.283,+04103.425,+03613.833,+04122.343,+03463.759,+03893.042,+03620.871,+03284.238,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H7,00001012,00000452,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02979.536,+02085.779,+03665.525,+02104.168,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00001380,00001000,00000600,00000576,00000572,00000456,00000452,00000452,00000436,00000000,+01831.521,+01527.359,+02541.862,+02087.013,+01871.095,+01774.492,+01831.060,+01403.441,+01618.372,+01252.330,+01801.465,+00278.003,+01827.268,+01695.607,+01791.167,+00825.711,+01892.551,+01747.275,+00000.000,+00000.000,
Scratch, H9,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H10 cam1,91.764,
Shape, H11 cam2,089,
Shape, H12 cam3,090,
Shape, H13 Flash,94.901,
Shape, H14 mic,91.372,
Shape, H15 Logo,98.038,
Scratch, H15 Logo,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H16 Script,00.000,
Shape, H17 Lidar,00.000,
Scratch, H18 cam area,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,015,000,000,000,000,000,000,000,000,000,00000272,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,013,000,000,000,000,000,000,000,000,000,00000112,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
