Back
Scratch, H1,00001184,00001156,00001068,00000848,00000820,00000652,00000604,00000584,00000552,00000524,+00811.734,+00392.014,+01490.435,+00721.748,+00555.780,+01126.947,+01428.983,+00269.509,+01273.505,+00313.497,+00569.627,+00675.453,+00951.802,+00699.751,+01430.813,+01547.559,+00826.585,+02278.727,+01123.224,+02254.041,
Scratch, H2,00001452,00001040,00001016,00000992,00000980,00000936,00000928,00000816,00000788,00000780,+00757.407,+03047.101,+00666.108,+03561.945,+01290.368,+04253.569,+01323.463,+03814.380,+01450.703,+03172.966,+00600.985,+02996.553,+00557.971,+03988.991,+01271.466,+03617.393,+00769.392,+03909.072,+00603.209,+03966.499,
Scratch, H3,00002728,00001860,00001636,00001548,00001480,00001324,00001132,00001068,00001032,00000872,+00593.909,+04457.868,+00549.092,+06126.314,+00847.643,+04612.139,+00759.404,+05715.156,+01272.232,+06266.880,+00721.670,+05967.263,+00680.065,+04515.344,+00559.687,+04858.901,+00994.623,+04424.921,+00676.209,+05115.667,
Scratch, H4,00001004,00000824,00000696,00000680,00000676,00000648,00000584,00000440,00000420,00000404,+01944.122,+06158.677,+02131.677,+06260.985,+02137.475,+06476.855,+02675.429,+06259.345,+02156.868,+06183.967,+02699.299,+06490.054,+02106.922,+06490.615,+02488.063,+04636.869,+01678.746,+06188.561,+01762.730,+06191.153,
Scratch, H5,00002324,00001332,00001252,00001172,00001040,00000968,00000908,00000852,00000832,00000824,+03561.318,+06510.401,+03313.090,+06154.374,+03449.103,+04606.748,+02935.948,+06267.873,+03653.160,+05562.187,+03610.330,+04646.119,+03731.067,+06112.665,+03481.982,+04591.203,+03308.232,+06466.813,+03493.915,+06078.026,
Scratch, H6,00001204,00001120,00001084,00001064,00001048,00000964,00000804,00000796,00000780,00000752,+03543.602,+04020.741,+03484.030,+03733.931,+02951.553,+02760.719,+03477.309,+03073.476,+03649.224,+04029.439,+03146.304,+03873.355,+03684.182,+03080.837,+02661.415,+02704.136,+03603.868,+03852.550,+02963.118,+04139.406,
Scratch, H7,00003364,00001516,00001272,00000956,00000884,00000872,00000696,00000408,00000000,00000000,+03636.322,+01925.495,+03262.177,+02037.156,+03456.072,+02021.615,+03696.317,+01854.667,+03538.841,+01974.903,+02559.165,+02040.580,+03727.828,+01836.081,+03651.455,+01862.349,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00001764,00001680,00001288,00001228,00001220,00001216,00001196,00000976,00000920,00000824,+02021.130,+00354.309,+02086.976,+00289.358,+01492.493,+00722.113,+01980.754,+00337.201,+01900.853,+00554.359,+01858.368,+00618.302,+01941.464,+00754.887,+01885.844,+00947.870,+01876.888,+00785.092,+01849.770,+01004.937,
Scratch, H9,00000804,00000684,00000584,00000456,00000404,00000000,00000000,00000000,00000000,00000000,+02661.623,+02703.994,+02151.326,+02901.595,+02290.205,+04138.873,+02103.974,+02486.892,+01716.108,+04227.412,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H10 cam1,89.411,
Shape, H11 cam2,084,
Shape, H12 cam3,087,
Shape, H13 Flash,94.901,
Shape, H14 mic,65.882,
Shape, H15 Logo,86.274,
Scratch, H15 Logo,00002052,00000668,00000656,00000608,00000560,00000460,00000412,00000000,00000000,00000000,+02188.432,+03690.098,+02387.285,+03581.354,+02367.555,+03507.760,+02092.428,+03349.694,+02414.542,+03310.689,+02426.593,+03490.646,+02042.313,+03499.521,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H16 Script,00.000,
Shape, H17 Lidar,85.881,
Scratch, H18 cam area,00001072,00000736,00000720,00000688,00000656,00000560,00000512,00000464,00000336,00000160,+02867.792,+01322.160,+02913.757,+01234.242,+03034.116,+01081.981,+02861.583,+00690.353,+02864.314,+00746.762,+02946.954,+01061.867,+03617.458,+01316.606,+02754.272,+01668.602,+02237.392,+01357.410,+03012.783,+01149.581,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,023,000,000,000,000,000,000,000,000,000,00000352,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,143,109,000,000,000,000,000,000,000,000,00000380,00000298,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,012,000,000,000,000,000,000,000,000,000,00000160,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
