Back
Scratch, H1,00000556,00000500,00000400,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01393.934,+00777.287,+01468.781,+02119.443,+01161.524,+01715.175,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H2,00000480,00000476,00000464,00000412,00000000,00000000,00000000,00000000,00000000,00000000,+01387.229,+03501.057,+01492.989,+03110.083,+01442.994,+03376.859,+01472.779,+03697.586,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H3,00000476,00000476,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01514.553,+05439.020,+00773.737,+06057.939,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H4,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H5,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H6,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H7,00000444,00000424,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+03492.903,+00317.718,+03672.502,+00467.666,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00000732,00000544,00000488,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02025.481,+00288.213,+01468.784,+02119.045,+01818.144,+00449.964,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H9,00000528,00000452,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02206.777,+04261.212,+02076.440,+04028.038,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H10 cam1,90.195,
Shape, H11 cam2,086,
Shape, H12 cam3,089,
Shape, H13 Flash,94.117,
Shape, H14 mic,70.980,
Shape, H15 Logo,83.921,
Scratch, H15 Logo,00002220,00002116,00001976,00001396,00001188,00001164,00001120,00001108,00000896,00000736,+02128.159,+03345.879,+02067.001,+03397.435,+02230.815,+03371.262,+02208.873,+03691.099,+02175.680,+03535.678,+02269.626,+03518.910,+02302.125,+03353.772,+01991.309,+03575.962,+02332.795,+03435.301,+02090.686,+03690.913,
Shape, H16 Script,00.000,
Shape, H17 Lidar,86.666,
Scratch, H18 cam area,00001648,00001408,00001392,00001328,00001312,00001056,00000976,00000896,00000848,00000832,+02964.214,+01129.094,+02794.548,+00607.007,+02957.181,+01072.124,+02204.734,+00763.076,+02207.652,+00707.042,+02786.608,+00553.992,+02912.473,+01222.527,+03037.957,+01130.657,+02682.136,+01700.361,+02900.534,+01706.102,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,095,130,000,000,000,000,000,000,000,000,00000287,00000106,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
