Back
Scratch, H1,00000492,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+01369.393,+01525.055,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H2,00000440,00000436,00000428,00000420,00000408,00000400,00000000,00000000,00000000,00000000,+01151.136,+03791.051,+01222.142,+03387.267,+01197.050,+03121.607,+01402.313,+03767.929,+01028.698,+03957.761,+01509.282,+04016.761,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H3,00000908,00000780,00000696,00000576,00000532,00000520,00000464,00000436,00000428,00000424,+01245.035,+06393.548,+01204.550,+06182.220,+00740.968,+06294.109,+01420.278,+06352.375,+01508.867,+04596.112,+01261.053,+06303.441,+01210.280,+06060.828,+01326.335,+06314.483,+01470.520,+06471.058,+01120.626,+06468.119,
Scratch, H4,00001076,00001044,00000996,00000908,00000864,00000800,00000760,00000756,00000740,00000628,+02054.207,+04685.024,+01760.828,+04437.246,+01940.445,+04388.624,+01952.745,+04548.198,+02114.653,+06132.608,+02038.596,+04473.040,+02061.831,+04404.630,+01859.656,+04370.223,+02340.156,+04767.523,+01893.262,+04447.372,
Scratch, H5,00001204,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+03415.450,+06258.719,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H6,00000676,00000496,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02807.703,+03097.627,+03580.129,+04107.531,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H7,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00000964,00000896,00000664,00000508,00000472,00000460,00000432,00000424,00000408,00000400,+01807.050,+00658.999,+01813.649,+00740.371,+01917.004,+00871.776,+01911.249,+01047.077,+01866.082,+00473.441,+02080.221,+00326.422,+01876.069,+00650.034,+01786.647,+01462.957,+01919.414,+01078.865,+01838.447,+01511.435,
Scratch, H9,00001076,00001052,00000964,00000816,00000784,00000764,00000752,00000668,00000636,00000632,+02038.698,+04193.037,+02080.018,+04090.572,+01991.131,+03978.762,+01859.867,+04367.939,+02365.059,+03943.670,+01958.340,+04310.100,+02057.128,+04342.765,+01870.653,+04286.813,+02197.345,+03967.760,+02336.290,+04134.412,
Shape, H10 cam1,90.195,
Shape, H11 cam2,091,
Shape, H12 cam3,089,
Shape, H13 Flash,94.117,
Shape, H14 mic,61.568,
Shape, H15 Logo,78.431,
Scratch, H15 Logo,00002668,00002288,00002000,00001468,00001368,00001356,00001180,00001144,00001124,00000988,+02019.575,+03580.424,+02262.976,+03361.169,+02034.505,+03419.700,+01903.981,+03562.691,+02371.523,+03468.769,+02319.874,+03177.349,+02072.909,+03364.518,+01916.611,+03318.033,+02192.594,+03610.161,+02035.979,+03172.755,
Shape, H16 Script,00.000,
Shape, H17 Lidar,86.274,
Scratch, H18 cam area,00003632,00002288,00001504,00001248,00001104,00000928,00000800,00000784,00000768,00000672,+02878.276,+00509.460,+02354.830,+01462.952,+02408.215,+01473.096,+02794.928,+00619.828,+02793.004,+00567.980,+02342.684,+00662.398,+02262.676,+00710.257,+02305.236,+00705.777,+02301.236,+00649.777,+02354.760,+01545.110,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,011,000,000,000,000,000,000,000,000,000,00000128,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
