Back
Scratch, H1,00001196,00001132,00001060,00000968,00000868,00000844,00000840,00000824,00000768,00000720,+01486.963,+00308.821,+00540.381,+01524.736,+00955.266,+00340.225,+00828.071,+00433.887,+00630.973,+01701.249,+01446.774,+00363.836,+00668.554,+01328.759,+00566.234,+00680.993,+00736.820,+01407.501,+00628.982,+02254.184,
Scratch, H2,00001860,00001628,00001420,00001404,00001252,00001204,00001144,00001144,00001124,00001084,+00630.002,+03072.382,+00732.363,+04056.430,+00626.322,+04332.600,+00654.396,+02643.959,+00693.738,+04085.726,+00506.325,+02556.277,+00536.472,+04110.043,+00602.599,+03324.157,+00654.152,+03368.315,+00625.070,+03252.746,
Scratch, H3,00001264,00001244,00001200,00001180,00001160,00001108,00001024,00000984,00000972,00000952,+00670.684,+06325.021,+00638.991,+06265.843,+00683.281,+04674.906,+00625.942,+05365.711,+01220.867,+06484.274,+00591.609,+05581.275,+00569.670,+05955.137,+00664.230,+05003.928,+00649.896,+06110.486,+01287.611,+06581.110,
Scratch, H4,00001816,00001444,00000964,00000676,00000628,00000576,00000504,00000000,00000000,00000000,+02446.610,+06542.112,+02165.137,+06528.721,+01820.944,+06500.535,+02399.756,+06260.905,+01629.015,+06496.663,+02509.874,+04387.612,+01604.001,+06491.988,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H5,00001212,00001124,00001092,00001016,00001012,00000996,00000984,00000892,00000868,00000824,+03447.797,+05457.114,+03792.674,+05372.277,+03608.951,+04987.030,+03678.552,+05175.700,+03643.522,+05005.826,+03685.480,+05673.254,+03483.448,+04679.686,+03613.114,+05091.607,+03787.273,+05418.362,+03622.579,+04692.989,
Scratch, H6,00001876,00001384,00001304,00001168,00001160,00001056,00000988,00000900,00000656,00000624,+03569.456,+03707.402,+03644.642,+03367.149,+03471.356,+03896.197,+03620.109,+04124.810,+03575.768,+04106.191,+03629.339,+03285.919,+03754.613,+03186.887,+03576.711,+03879.930,+03303.614,+04055.590,+03494.484,+03665.686,
Scratch, H7,00001472,00001216,00000884,00000700,00000528,00000000,00000000,00000000,00000000,00000000,+02991.628,+02089.373,+03401.887,+02075.135,+03676.888,+02107.159,+02680.983,+02081.832,+03534.288,+02093.959,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Scratch, H8,00002592,00001940,00001480,00001392,00000916,00000904,00000868,00000852,00000764,00000760,+01901.966,+01756.299,+01840.848,+01526.386,+01797.336,+00319.384,+02553.494,+02087.239,+01810.869,+00279.231,+01840.777,+01404.156,+01628.152,+01251.714,+01801.063,+00828.591,+01836.850,+01693.772,+01940.599,+01799.628,
Scratch, H9,00001032,00000816,00000584,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+02105.935,+04224.886,+02366.515,+03054.166,+02509.940,+04388.251,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,+00000.000,
Shape, H10 cam1,88.234,
Shape, H11 cam2,085,
Shape, H12 cam3,086,
Shape, H13 Flash,93.725,
Shape, H14 mic,65.097,
Shape, H15 Logo,94.117,
Scratch, H15 Logo,00000808,00000748,00000668,00000632,00000604,00000560,00000536,00000492,00000484,00000468,+02080.549,+03419.675,+01941.536,+03224.084,+01869.362,+03582.778,+02156.335,+03477.185,+02051.419,+03358.893,+02248.149,+03494.175,+02193.242,+03251.488,+02023.155,+03582.434,+02144.212,+03635.996,+02362.927,+03414.626,
Shape, H16 Script,00.000,
Shape, H17 Lidar,00.000,
Scratch, H18 cam area,00005056,00001408,00001200,00001152,00001152,00001136,00000880,00000880,00000800,00000688,+02740.607,+00724.547,+02771.667,+00661.510,+02713.409,+01491.697,+02908.187,+00959.792,+02137.687,+01364.237,+02240.020,+00649.047,+02239.858,+00596.991,+02715.567,+01438.300,+02813.436,+00593.937,+02923.983,+01136.132,
OCR, H1,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H2,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H3,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H4,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H5,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H6,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H7,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H8,          ,99,99,99,99,99,99,99,99,99,99,
OCR, H9,          ,99,99,99,99,99,99,99,99,99,99,
Crack, H1,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,+0000000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,00000.000,
Crack, H10,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H11,030,000,000,000,000,000,000,000,000,000,00000368,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, All Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, Camera Edges,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H12,014,014,000,000,000,000,000,000,000,000,00000176,00000160,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
Crack, H18,000,000,000,000,000,000,000,000,000,000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,
data_end
